loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income
EB2apT57-AuDD,VENTURE,C,4200,14.22,0,0.07
YPLLINi0-2U7n,EDUCATION,B,,9.32,,0.05
SdOn28yS-Hw1n,VENTURE,A,9750,,0,0.29
xzci7B1H-wPDg,EDUCATION,A,6500,8.49,0,0.07
BTmztBye-BSxk,medical,B,4000,10.0,0,0.1
bwuJCFyH-B9Ly,PERSONAL,B,2500,12.18,1,0.07
j9RPIjHe-5EB5,HOMEIMPROVEMENT,D,9000,14.59,1,0.24
ORt425QP-2AoT,homeimprovement,B,5000,9.91,1,0.2
r5ESr9lW-Eu76,education,B,6000,11.99,0,0.11
5Qg838jx-1Rp5,debtconsolidation,D,10000,14.11,1,0.2
ozFsirfR-2CI8,PERSONAL,A,5000,7.91,0,0.2
zO2MecAg-w4Di,VENTURE,B,20800,11.48,0,0.15
Wi48rqt8-8rcO,DEBTCONSOLIDATION,C,14400,13.35,0,0.14
5SYGgUNq-1JN6,MEDICAL,A,14000,7.49,0,0.07
sOBj1uOX-I5ma,medical,C,2000,13.16,0,0.08
qz32jzox-7a0D,HOMEIMPROVEMENT,A,9900,6.99,0,0.07
Pujnaq2p-YEpn,medical,E,7000,15.57,1,0.16
b7cGL4hp-t0z3,MEDICAL,A,6000,8.94,0,0.1
zLxNt0e8-WJ7O,education,B,18225,,0,0.15
DAwpZMso-9ckt,VENTURE,C,15000,15.96,0,0.25
C7zT7YAi-DZbu,,C,8500,,0,0.23
GpHy2gWU-siFp,EDUCATION,A,14000,7.51,1,0.43
b3FL0vuy-WlLj,venture,C,3200,14.35,0,0.06
lUt1FavE-ZID8,medical,C,6000,15.27,0,0.21
tKwFy52j-zWZc,PERSONAL,B,10000,,0,0.19
UOwxDvPS-ICv0,PERSONAL,C,3000,11.78,0,0.04
YkB2LWBD-vGlb,medical,A,10000,6.54,0,0.01
KgNceYOU-grLB,DEBTCONSOLIDATION,A,3000,7.9,1,0.17
MCWdWwR1-xRas,PERSONAL,B,12000,10.62,0,0.18
1kQ3Wnul-Gron,DEBTCONSOLIDATION,B,3600,11.99,0,0.07
gn8oiFCZ-GogY,venture,A,8200,5.79,0,0.05
DrsQqrRN-txlA,VENTURE,C,22000,14.26,1,0.37
LJsehLeg-azfW,venture,B,25000,10.39,0,0.28
tLdRioxh-aB6G,EDUCATION,D,6400,15.62,0,0.04
SAF8SzxT-KO9S,education,B,5900,12.42,1,0.41
QGRnukUT-N6ZG,MEDICAL,A,8000,6.54,0,0.08
tcQY8W9p-mFA8,VENTURE,B,6000,10.25,0,0.21
pxN5kxJc-qTli,PERSONAL,D,3000,15.58,1,0.12
fxHoTjHo-RsOB,VENTURE,A,16000,6.62,0,0.11
Mz5J4rWp-1vm0,DEBTCONSOLIDATION,C,4000,10.91,1,0.28
z8CSSP7C-E6Kd,EDUCATION,C,7500,13.57,0,0.08
6PuyNyBW-4ZII,HOMEIMPROVEMENT,C,10000,16.4,0,0.1
xKBkGmh9-nbCa,homeimprovement,C,5500,13.49,1,0.11
Yrz4ZCJy-oeqp,education,C,2400,13.61,0,0.1
IB5RlK1z-JgO4,venture,A,12475,6.03,0,0.14
RFDqf6d7-HDyl,PERSONAL,C,20000,13.11,0,0.27
zFCXkx4y-6ZUI,PERSONAL,A,4000,,0,0.16
B7kGO3PL-9pm0,EDUCATION,C,10000,13.61,1,0.31
z7FSGcFb-FMJc,DEBTCONSOLIDATION,B,12000,10.71,0,0.15
4b8q3L5Y-k3B4,HOMEIMPROVEMENT,A,8000,7.88,0,0.14
SL3n5Imo-7xCj,homeimprovement,C,20000,13.06,0,0.2
7Osvzj2E-jpSM,MEDICAL,B,12000,12.69,0,0.15
ZKNaDnqg-jncR,venture,A,2500,,0,0.11
nxyqJKje-5tUz,PERSONAL,B,5000,,1,0.15
3AI7n37i-uTqI,debtconsolidation,B,11000,,0,0.17
EZHBR3I6-3uA1,homeimprovement,A,4000,,1,0.12
FbzhMvqY-Z4Wj,HOMEIMPROVEMENT,B,15000,11.83,0,0.25
nWnGOcAD-oy4q,debtconsolidation,A,7525,,0,0.09
sJAMn6fA-Spz0,MEDICAL,B,10000,9.99,0,0.14
ljkqOLrg-aIho,personal,B,14000,11.99,0,0.12
F17PPq9A-beYa,education,A,9000,5.99,0,0.2
g7jePCbf-3SR4,homeimprovement,B,18000,10.59,0,0.23
266t5ftR-SMMH,EDUCATION,A,7500,,0,0.07
WIRTcndu-Qchp,venture,C,1600,15.23,0,0.03
KfLzoqAY-FkT1,PERSONAL,C,,11.89,0,0.02
uZFskzdy-LFuE,PERSONAL,B,6000,10.65,0,0.07
Lg6LW06G-1I70,homeimprovement,D,2775,15.65,1,0.11
XtIAqpKG-z4SN,PERSONAL,A,16000,,1,0.45
0G1QoYEs-hHk2,MEDICAL,D,10000,14.61,0,0.29
Y9M4kdSi-Cz42,PERSONAL,C,3250,14.72,0,0.11
QK8zYb0e-TBRp,DEBTCONSOLIDATION,C,12000,12.87,1,0.35
Ltcecb21-Hnp8,MEDICAL,B,4000,11.71,1,0.12
BP19AttI-U0oe,education,E,1500,16.82,1,0.05
WMC2lMK7-vAtJ,MEDICAL,B,9000,,1,0.31
8Aqwqpgu-NDvL,DEBTCONSOLIDATION,B,12000,11.86,1,0.27
CjBfAJ4w-eHKF,DEBTCONSOLIDATION,A,10000,5.42,0,0.26
7j9EnRTO-eTmx,medical,B,14500,11.49,1,0.41
1d7ljjtD-IGWK,MEDICAL,B,2400,12.69,0,0.04
RsltYuKc-dkD2,MEDICAL,D,6000,14.59,1,0.12
450bdA7z-sgnx,debtconsolidation,B,16000,11.14,0,0.21
xJFca9CM-cguT,homeimprovement,A,12000,8.94,0,0.27
0eXMGSKd-9gHO,MEDICAL,C,5000,13.79,0,0.1
gCSoxae8-FEP9,PERSONAL,A,3600,5.99,0,0.1
FIiMmrKw-8XSI,venture,B,2500,11.36,0,0.08
lJGi2eie-hGkq,PERSONAL,B,16000,12.18,0,0.27
xEKdIH0k-oPuD,EDUCATION,C,6000,12.84,0,0.14
UKcJbt3z-nPvf,DEBTCONSOLIDATION,B,4000,9.91,0,0.07
HNOyfCpP-ZE6L,DEBTCONSOLIDATION,A,4750,,0,0.12
WRgBmepe-528c,VENTURE,B,1450,,0,0.04
ZTT772pw-uvxo,DEBTCONSOLIDATION,C,12000,12.98,1,0.22
kXJppc0W-2A9o,personal,C,15000,,1,0.31
6qG54MQo-r5TH,HOMEIMPROVEMENT,D,9000,,0,0.22
buiOcOml-ENTF,medical,C,15250,14.35,0,0.07
kjJPDHRB-4UDS,education,A,9500,6.17,0,0.17
SYZ9xhHa-lrXU,debtconsolidation,D,18000,17.27,1,0.14
jQPcX8xU-k5lv,MEDICAL,A,2500,,0,0.02
sXqNIyMU-ip4E,DEBTCONSOLIDATION,C,5000,13.98,0,0.1
uTP9r3IA-bPfM,EDUCATION,C,10400,13.49,0,0.17
3b0Y7dvF-drop,MEDICAL,C,8400,14.65,1,0.1
6lnrHNnj-Zxfn,EDUCATION,A,3250,,1,0.41
lnNiTdga-2Y82,DEBTCONSOLIDATION,D,4800,16.49,1,0.15
CcJBd0Mr-KXLo,DEBTCONSOLIDATION,D,12000,17.27,1,0.14
kEiQZNUk-KkFC,PERSONAL,D,24250,16.02,0,0.2
SlAIvx5o-Ndck,VENTURE,A,15000,7.88,0,0.11
gQuSd4UA-7sM0,venture,E,3500,16.0,0,0.1
zo3aZZfL-QGyd,education,B,13000,10.62,0,0.15
gOvB5bPK-6H2c,EDUCATION,A,12000,5.79,0,0.14
Spe2whnr-QdhB,venture,D,13150,13.24,1,0.41
DwLte8UM-oDN6,EDUCATION,B,8800,10.99,0,0.08
LGHsyyfZ-DTGP,HOMEIMPROVEMENT,D,7000,16.29,0,0.2
4QTFZ9oq-uqo0,homeimprovement,A,8600,8.59,0,0.09
cG8ErZAF-vsly,MEDICAL,A,5000,5.79,0,0.05
77fJ2FZv-jQkv,EDUCATION,B,3000,10.37,0,0.15
oGo7sASF-EIxD,MEDICAL,A,5500,7.49,0,0.1
ijQHNcRe-dJtj,EDUCATION,C,8400,12.61,0,0.12
sEUdt3nn-9zsU,education,C,6700,13.47,0,0.09
cNEjShyg-JPWq,MEDICAL,A,6825,5.42,0,0.28
Oq2Y18bb-y6PD,EDUCATION,B,3200,10.59,0,0.11
Kn9xtKFC-NpW1,PERSONAL,A,5000,6.62,0,0.13
Bb97KFAT-k0Fu,personal,,15000,10.25,1,0.41
IfUAgf5k-1hbb,homeimprovement,A,8250,5.99,0,0.15
PqIkASM1-i6GL,personal,D,9600,12.17,1,0.18
u1KoXPyQ-g3kp,HOMEIMPROVEMENT,A,6000,8.9,0,0.22
il80rCJn-DTAY,debtconsolidation,A,14500,6.17,1,0.45
RuXzEoi9-n4eQ,PERSONAL,D,4200,15.21,1,0.2
fYr5WqZX-hGTr,EDUCATION,B,6000,10.0,0,0.07
N1cyWRaD-GAvf,medical,A,10000,6.17,0,0.11
FbsbhNsv-vp3d,education,C,5000,13.11,0,0.18
HLEv055N-CAoN,DEBTCONSOLIDATION,D,2500,14.59,1,0.05
dn9Z2Hhb-D1iO,personal,D,10000,16.77,0,0.29
m1WD8pWL-gcN3,DEBTCONSOLIDATION,B,25000,9.99,1,0.42
Zq4tTlNd-g5Qn,venture,B,10000,12.69,0,0.2
dZNNC9M0-ipm3,medical,B,3500,10.0,0,0.06
I5HlUmAe-dIqF,homeimprovement,B,2500,9.99,0,0.06
M4HzaoUe-HmMN,VENTURE,B,15000,10.99,0,0.25
y33UF4Ei-v5vq,VENTURE,C,6000,10.28,0,0.07
MoFnzfuO-ReMT,MEDICAL,B,7600,11.12,0,0.18
6OSbOt9E-hUMM,venture,C,2550,14.27,0,0.1
2rgCOvED-fSE5,personal,C,10000,,0,0.35
EqqoxMo8-OZox,debtconsolidation,C,14125,,0,0.3
1iqQ5tIk-SgOp,EDUCATION,A,13125,,,0.09
rCG5Htdn-4w2v,VENTURE,A,6400,,0,
wwjFbkWa-8cnI,VENTURE,A,9000,9.32,0,0.11
GANu1MTD-Em1o,debtconsolidation,D,19500,15.31,1,0.25
Igrw81t1-8srN,personal,A,3600,7.51,0,0.11
ntsiYQal-2uvb,debtconsolidation,C,25000,12.73,0,0.42
4OHcaYQX-fcs5,PERSONAL,B,18950,,1,0.38
YnHn8dEA-yG7c,venture,B,2000,9.25,0,0.05
K5bCf8pK-WYOa,MEDICAL,F,5000,,1,0.05
l2tf8NE4-xE8g,EDUCATION,B,5100,10.99,0,0.09
0BQdDDo5-xbNg,venture,B,4375,10.74,0,0.22
l6sGmhhp-BfGA,PERSONAL,B,4000,9.99,0,0.07
srDxs5zS-ISTj,homeimprovement,C,15000,14.27,1,0.28
cgevHSqk-dcbP,PERSONAL,B,1000,9.45,0,0.02
v7UWu6Js-y9BG,EDUCATION,A,14000,7.88,0,0.12
XL4cwUq3-l9Mj,homeimprovement,A,8000,9.63,0,0.19
ZUURM2CI-Iqax,venture,C,12000,13.16,0,0.14
3CLdfqnX-vXrH,personal,B,13000,10.74,1,0.42
grjSSdIo-2Jb7,DEBTCONSOLIDATION,A,4800,5.79,0,0.05
tJHR5HDs-Xzea,debtconsolidation,B,5000,10.99,0,0.1
tjp019c5-daAw,VENTURE,A,8325,7.51,1,0.31
Jm2D0nAd-nvuu,personal,A,6200,8.49,0,0.11
QIEFj1q6-PNee,homeimprovement,B,8500,11.49,0,0.16
CQdqPkc2-KszD,EDUCATION,C,12000,11.97,0,0.27
bbTB2gYY-2iLY,PERSONAL,A,12000,7.9,0,0.08
v11tJIvj-ypTB,medical,C,10000,14.22,0,0.16
0GKrYHDM-aTRa,medical,A,12800,5.79,1,0.34
jp2rxM3H-gYhM,EDUCATION,D,19000,14.83,1,0.37
5cM4cMPN-btXI,PERSONAL,B,16000,11.36,1,0.41
XWWvOLCt-Hobr,DEBTCONSOLIDATION,A,7200,9.63,0,0.09
0AS7D8Hv-5S67,DEBTCONSOLIDATION,B,6000,10.59,0,0.04
muA9s42v-EMwR,VENTURE,B,8000,10.65,0,0.14
Gl0ouKBw-SvrP,PERSONAL,C,20000,,1,0.21
AXw4WFua-QPkt,VENTURE,A,3300,8.49,0,0.11
5GTAGLXQ-LyDh,EDUCATION,C,4500,14.72,0,0.08
YpujzyP4-BgJ8,EDUCATION,A,16000,,0,0.22
S20svnnp-eWXP,MEDICAL,B,13000,11.26,0,0.15
BNUB1NAS-Fomx,PERSONAL,B,6000,11.36,0,0.09
ghod1YQN-NW20,venture,A,3000,7.37,0,0.08
tFzQrKPz-9nE6,DEBTCONSOLIDATION,C,1000,14.26,0,0.05
E1w1qT4O-LFXr,venture,B,5500,11.36,0,0.11
qiThQqrs-Jwop,DEBTCONSOLIDATION,B,5500,9.91,0,0.08
wbvipmUO-9m1j,medical,D,24250,14.96,1,0.37
jPGllAbj-g2Cg,VENTURE,A,4800,7.51,0,0.14
XkmP6tAK-oTnL,venture,C,18000,13.85,1,0.35
G9nJm7Zf-4Fnq,personal,A,3200,5.42,0,0.08
Old1BHiP-AnbQ,homeimprovement,B,8000,12.42,1,0.32
UWQ8fXw3-UEos,EDUCATION,A,10750,7.88,0,0.18
Exrrj7ZS-me4G,education,A,14000,6.03,0,0.16
mgo3bsvQ-G5i1,education,A,3500,,0,0.08
MeInPnxI-9eHD,medical,C,10000,14.27,0,0.24
gDPk9t4d-jfM3,medical,B,1200,9.96,0,0.04
drnOzRx0-vqQM,VENTURE,C,5550,12.53,0,0.23
Wn5c3orS-eSsL,medical,B,7750,10.37,0,0.29
5YG4x7QJ-GMeb,MEDICAL,B,13000,10.99,0,0.14
RB4AtDJX-XxCD,EDUCATION,B,4600,9.99,0,0.06
ERsfQ5y8-KAdZ,HOMEIMPROVEMENT,D,25000,,1,0.45
YQkyPZaW-X3mD,EDUCATION,B,9000,11.99,0,0.19
t8iGH4tc-LK6U,PERSONAL,A,7750,7.74,0,0.16
AFbJb0Y5-a3Wb,medical,B,3000,,0,0.1
XIgzsYzf-Lq5e,DEBTCONSOLIDATION,C,12000,13.47,0,0.04
bhYRcoGy-MWyR,personal,B,5000,9.63,0,0.09
e84QmssL-aH0m,medical,C,10000,12.53,0,0.27
i9Uo5OBQ-9dTo,EDUCATION,D,16000,16.29,0,0.19
8SICpUdv-6IGx,MEDICAL,C,9250,12.87,1,0.34
hnCUYTny-kDYN,EDUCATION,A,12000,8.49,0,0.22
YfzUr1QA-2a8h,VENTURE,A,6500,5.79,0,0.1
NZvYTTqK-XEjC,EDUCATION,D,10000,16.89,1,0.23
oAxZGQfJ-tTlw,education,C,5000,,0,0.09
QNxHcCKe-eSAW,venture,B,6400,11.71,0,0.13
GCHFW3rR-YmAI,HOMEIMPROVEMENT,C,15000,12.87,0,0.13
x9aFDAvM-ATxX,EDUCATION,A,2500,6.92,0,0.08
IPdrcPkO-qknv,DEBTCONSOLIDATION,B,5000,12.8,,0.2
Xem54Bzc-7v86,education,D,25000,14.46,0,0.13
6mHvqIZC-qwGG,venture,C,7500,13.47,0,0.16
d6fPxy5B-6wwD,PERSONAL,C,5000,13.16,0,0.17
ooTOTHaG-h7Hg,PERSONAL,A,2000,8.0,1,0.05
hcSmtbbK-Dm1q,education,A,8000,,0,0.08
6pLOQ70a-IuiJ,debtconsolidation,C,20000,13.72,0,0.22
uY0PafAD-7cyA,PERSONAL,B,9000,11.36,0,0.15
9XIorGqT-RKCq,venture,A,14000,6.54,0,0.28
RqT59FDU-gKZH,EDUCATION,B,10000,,0,0.11
MqcBqUwp-BCAd,DEBTCONSOLIDATION,A,8400,,0,0.1
5MtIottQ-NGPS,education,C,5000,12.61,0,0.07
pr1D4cDZ-QQ4y,MEDICAL,C,6000,13.22,0,0.1
L2j34hot-592W,homeimprovement,A,4000,8.0,0,0.07
XfmTGJqY-K48c,VENTURE,D,5000,15.37,0,0.08
xLR1oe0n-aU3O,homeimprovement,B,10000,11.99,0,0.19
JyIxnoNx-swN7,EDUCATION,D,6000,12.92,0,0.15
CanYJiBo-fwh9,HOMEIMPROVEMENT,B,7000,11.46,1,0.16
9M6nN5el-iPUv,MEDICAL,C,18000,14.22,1,0.27
yQpfawcZ-6RXQ,education,D,9800,16.29,0,0.15
cvaWTO2D-sALU,personal,D,6000,14.91,0,0.13
3wovOLS6-DhUi,medical,C,8000,13.23,0,0.06
JuZaekOx-G199,PERSONAL,A,8000,5.42,0,0.13
Um6980LP-Ptpg,homeimprovement,A,15000,5.42,0,0.38
MOXxp1lQ-6bkY,VENTURE,B,12500,11.99,0,0.12
LiYEhsgt-vNpY,VENTURE,F,21000,19.41,1,0.53
K9Jqs8lz-xEMe,personal,B,4200,11.99,0,0.14
kku4UjCu-w8qu,medical,A,5600,,0,0.19
nGAEerGC-iHvN,EDUCATION,D,12000,13.55,0,0.17
jMYTWBjt-OfQQ,debtconsolidation,A,3000,7.14,0,0.05
foqLiUP2-oavZ,EDUCATION,B,6000,11.99,0,0.06
ON3nZ3dM-wtaH,medical,B,12000,10.37,0,0.3
l1bfMqtY-EKWJ,MEDICAL,A,8100,7.29,0,0.1
9c13h3gw-UW9c,DEBTCONSOLIDATION,A,16000,5.99,0,0.4
8KlQcTaP-gYlk,venture,A,3500,6.03,0,0.07
JIc8s8fl-pI6T,venture,B,25000,,0,0.31
b4XrzEid-wUX0,personal,B,8500,11.36,0,0.11
F2NQb4bL-Ydvl,DEBTCONSOLIDATION,B,8000,11.58,0,0.08
7m0Lnb1s-Ohls,MEDICAL,C,5200,15.96,0,0.08
awJl31K9-Jtsv,education,A,2400,7.49,0,0.02
v0aoFioA-Nx71,PERSONAL,B,8000,10.62,0,0.16
CXsEzFlQ-XRxj,DEBTCONSOLIDATION,D,10000,14.91,1,0.24
HE6CDRhR-1CeG,VENTURE,C,5000,13.98,0,0.17
mMG7wsqA-HDC1,DEBTCONSOLIDATION,A,24000,7.49,0,0.33
apg9KvoQ-rfLq,education,B,14000,10.25,0,0.22
tYpMSfY1-LvYA,medical,C,4000,13.92,0,0.13
DsxQdoJZ-ihmU,venture,B,16250,10.99,0,0.21
UGc8pRt6-FWmI,VENTURE,C,1600,12.84,0,0.04
kkxs8LrE-Qt5H,debtconsolidation,B,13000,10.37,0,0.21
FwkKZnc3-31Jz,venture,C,6000,15.96,0,0.1
wG45D0XY-pWES,HOMEIMPROVEMENT,E,15000,16.0,1,0.27
MYCNLImS-fEwJ,medical,A,4000,5.42,0,0.14
fyXnNIxK-YPQ5,PERSONAL,C,3200,13.49,0,0.08
X0fEQ0QF-c967,PERSONAL,A,5000,,0,0.07
7DaNQjbU-zvzD,EDUCATION,C,12000,14.65,0,0.18
5X7JK4Ed-FCZK,homeimprovement,B,12000,12.21,0,0.26
8ftO0r2w-qL9R,EDUCATION,B,3500,9.99,0,0.06
LRAysYoD-BFCw,personal,A,5075,5.79,0,0.15
WAq4U09x-TYIS,venture,A,2800,6.54,1,0.19
Tbl42wPW-01Jt,PERSONAL,B,6000,,0,0.15
ntCJBIS0-ct94,debtconsolidation,B,2400,12.69,0,0.04
KZYcZ82T-qClo,VENTURE,A,4000,6.62,0,0.09
CHz6kSxh-frE1,personal,B,9800,11.48,0,0.26
tAZy0GhQ-QEcz,personal,D,25000,16.32,0,0.15
reahN6aC-BPzK,EDUCATION,C,3000,12.53,0,0.1
xqk6JZGk-JphS,DEBTCONSOLIDATION,C,10600,12.99,1,0.34
UUT29UAI-2YWq,DEBTCONSOLIDATION,B,4000,11.86,0,0.19
NY89buhZ-LFGO,VENTURE,B,11200,11.71,0,0.14
k8x0L2Xu-GxGo,PERSONAL,C,4800,11.09,0,0.1
Rao6sbJB-Clci,EDUCATION,D,4500,14.11,0,0.15
PdZ1lebX-OXMv,venture,C,15000,13.61,0,0.3
FoarKzwh-roRw,education,C,5000,14.82,0,0.13
7v6lyIQK-dn58,HOMEIMPROVEMENT,E,11500,16.0,1,0.33
YIistpNW-R9N6,PERSONAL,B,4000,10.37,1,0.21
AZiRFF3d-GkUG,VENTURE,A,6400,7.51,0,0.21
ThWqbXXv-FMZl,DEBTCONSOLIDATION,C,9600,,0,0.08
eHg0jUYq-XCBJ,medical,A,17500,7.51,0,0.19
c7fAjBRi-pNP8,venture,A,20000,8.9,0,0.28
sEE9IPD9-69lK,DEBTCONSOLIDATION,B,8000,12.42,0,0.13
9DRjFPpl-1KQ0,EDUCATION,A,5000,8.07,0,0.03
4PK71I2g-rkOj,,B,7500,10.99,0,0.3
QXtNAgta-4PIL,HOMEIMPROVEMENT,C,6600,13.06,1,0.22
Bhnv6IQu-cTeN,personal,B,4400,,0,0.08
OP7xCZXb-t9LF,personal,B,14675,9.63,0,0.28
NSABGGFZ-3xMT,debtconsolidation,A,6000,,0,0.06
DXNuNnI9-FBEl,DEBTCONSOLIDATION,A,5125,6.99,1,0.15
6Fz7ACsh-HUfk,EDUCATION,B,16000,12.69,0,0.08
h4prPMJP-QeAL,medical,A,18000,7.9,0,0.26
nrYYWmqz-wDeD,PERSONAL,B,3000,9.63,0,0.03
4U9Br6qZ-NMps,MEDICAL,D,1500,15.62,0,0.04
qMbJ1hZP-XHBi,MEDICAL,A,11000,,0,0.19
H7XhT8ji-R2aO,VENTURE,B,5000,12.69,0,0.08
2LJhtQim-YvRG,homeimprovement,C,16000,13.98,0,0.27
7niLcvKD-BcgT,,B,2675,8.07,0,0.07
LbEtyK3L-2i8v,HOMEIMPROVEMENT,C,12250,14.72,0,0.24
yKNax4dk-9y2g,venture,A,35000,,0,0.33
iUwEJJpA-YN7Q,DEBTCONSOLIDATION,B,9000,10.99,0,0.16
2ZeZMCpx-pRAo,medical,A,12000,6.03,0,0.27
RBbD2WNi-SaSH,medical,C,1500,,0,0.01
u0RTEtpZ-IeTz,personal,A,7000,7.49,0,0.07
0yCM4S5u-bGpp,homeimprovement,A,5000,,0,0.08
0I4ylY1z-KnpK,debtconsolidation,B,8000,10.74,0,0.27
367zTgkv-gZLk,VENTURE,A,15000,8.94,0,0.11
Y0Im6k1P-vDlA,debtconsolidation,B,25000,10.36,0,0.23
HgO3BXW5-Unkt,MEDICAL,C,8000,13.61,0,0.11
wK8BWhlz-ZZph,MEDICAL,A,5300,7.66,0,0.11
1sl3PJqN-OZaY,EDUCATION,A,10000,6.62,0,0.17
lagxDNK0-kZYu,medical,A,15000,6.03,0,0.12
h3Ab4sG9-kvzC,HOMEIMPROVEMENT,E,2500,17.04,0,0.05
5rAxwPrP-jzYv,personal,B,5325,12.42,1,0.24
N9w6Qiu8-hO9n,EDUCATION,D,3600,15.62,1,0.05
BcIsFWAN-HnsI,medical,E,20000,16.0,1,0.29
UFg5NeOr-hSng,MEDICAL,B,1500,10.36,0,0.04
qa1LY0RS-K4A3,HOMEIMPROVEMENT,C,6000,13.49,1,0.08
cg16MyKf-1NMY,MEDICAL,A,12225,7.49,0,0.08
SUKBjSBW-ydQk,homeimprovement,E,20000,16.32,0,0.22
p7k5bnMk-zX1y,MEDICAL,A,6000,8.49,1,0.21
QwBaW2Mb-htxT,PERSONAL,C,2275,,0,0.04
cmWRojzy-pU2P,debtconsolidation,B,13950,11.14,0,0.2
Xhx0Zp3Y-oXIu,MEDICAL,B,15000,10.25,0,0.26
52rg66CB-IJH4,DEBTCONSOLIDATION,A,15600,7.49,0,0.25
PFpj1c1l-45ks,PERSONAL,C,9000,13.47,0,0.26
SfaMCoY8-NdTt,venture,B,6925,9.62,0,0.09
RpLizgnr-51YI,MEDICAL,C,5600,13.43,0,0.07
d67FlrOz-adS6,education,B,3000,11.86,0,0.11
8bnlbk0a-7Cq1,MEDICAL,A,5000,6.17,0,0.11
UeCMMNJE-7B2N,EDUCATION,C,7500,12.98,0,0.3
nbzzsGjl-W5mu,VENTURE,B,2000,11.14,0,0.05
bTTWviTP-bwyj,VENTURE,A,6000,8.9,0,0.11
pOWP4l5i-omun,medical,C,12000,13.16,0,0.14
Md4W4Qzm-e4dj,VENTURE,A,13000,,0,0.16
ghzWXw1c-CH4n,homeimprovement,F,16000,17.15,1,0.28
HU0lINR1-Egn7,PERSONAL,C,6000,13.92,0,0.06
e2sKfgY3-qeQh,DEBTCONSOLIDATION,A,7000,6.99,0,0.07
5X5zBkXD-c6k9,DEBTCONSOLIDATION,B,25000,11.12,0,0.33
CYBFdG2W-3Squ,EDUCATION,B,18000,10.75,0,0.22
fARerh4b-6rHO,venture,B,30000,10.65,0,0.43
cklBj1Z3-r4D4,MEDICAL,D,9600,14.61,1,0.13
XcdpIIeg-3xAw,medical,B,6000,,0,0.03
MQnKcLRX-Qugz,homeimprovement,A,4200,8.49,0,0.07
kNy66MEu-4Wuj,DEBTCONSOLIDATION,A,4000,5.42,0,0.12
Fo73lQMt-vPas,PERSONAL,C,4000,13.35,0,0.03
IUMPctdC-A1vM,education,C,8000,13.22,0,0.23
eqgP9IQX-vDB0,MEDICAL,C,4500,,0,0.14
Ef5eCeQT-8aTJ,debtconsolidation,,,11.12,0,0.02
lW6oj0fx-Jw7j,PERSONAL,E,6000,16.45,1,0.14
HtYLFAzP-hGC6,,B,,8.49,0,0.08
2Ht8rOXL-SZOb,VENTURE,A,7200,7.51,0,0.07
m7p0JgQB-igry,venture,C,1800,12.98,0,0.03
3D1gIvwp-w3NJ,DEBTCONSOLIDATION,B,10000,,0,0.27
gCmDGWk1-qzu6,education,A,15000,8.49,0,0.17
sU5ozkeu-3NsY,PERSONAL,D,6000,14.96,0,0.08
CdmxolL5-DLx3,personal,A,8000,7.49,0,0.08
LhdzkZYD-Iuip,education,C,11000,13.11,0,0.33
kI9BZY4d-Cv3R,PERSONAL,B,2400,10.75,0,0.11
fQXK3GTy-uXI4,education,C,3600,15.23,0,0.1
ONzoD9hD-dr1Z,HOMEIMPROVEMENT,B,3000,10.59,0,0.03
MsSF15oU-npbX,PERSONAL,D,6925,15.99,0,0.17
zXmYA7Rc-A3Cw,PERSONAL,A,7000,7.14,0,0.15
O9pfozTC-xhy4,MEDICAL,A,2000,7.66,0,0.04
ZjoG5KSK-pOzi,EDUCATION,B,4400,12.53,0,0.2
GTEUN1ip-k9AG,MEDICAL,E,35000,16.4,1,0.27
JXaGvHHZ-3HBj,venture,E,15750,16.35,0,0.33
YLe8pGuv-wpMN,PERSONAL,B,4400,11.89,0,0.1
2y7tBCS1-605c,DEBTCONSOLIDATION,B,12000,11.11,0,0.3
YXf2kvJ8-qxys,HOMEIMPROVEMENT,B,13650,12.42,0,0.21
OYr4LQTs-1iBL,EDUCATION,D,12000,6.99,0,0.1
5XkZtC0m-o1jW,EDUCATION,A,5000,9.32,0,0.03
7eY58xcX-eeix,PERSONAL,A,10000,6.03,0,0.13
5cd86dJt-ga4w,education,A,14400,6.92,0,0.18
6KeB7p0k-tCPP,PERSONAL,B,13800,11.99,0,0.17
IAn4Pdng-jCwy,personal,B,20000,11.11,0,0.18
LcZFZq3d-1W9I,medical,B,10000,9.99,0,0.12
UwQIDQvx-9HxK,VENTURE,A,6400,7.51,0,0.15
82UzyocM-3vhS,personal,B,12000,9.91,1,0.33
ZiPyITUI-Wg3o,personal,D,5000,12.17,1,0.5
JeveQpIU-bOET,DEBTCONSOLIDATION,A,10000,5.79,0,0.15
32r0zPH3-t90U,PERSONAL,A,30000,7.49,1,0.37
9WgzK14B-Zn84,HOMEIMPROVEMENT,B,3275,9.33,0,0.05
irvznPBI-gY0D,PERSONAL,A,6000,7.74,0,0.14
1gFPoMFb-sJai,medical,B,24500,11.46,0,0.27
Q1EL408e-ERwn,VENTURE,B,10000,10.99,0,0.14
mHW90smn-6i6Q,homeimprovement,D,28000,15.62,0,0.27
y4h9JSpZ-wAP4,DEBTCONSOLIDATION,A,5000,,0,0.06
sYox7LAq-iF0X,medical,B,10000,,1,0.37
