person_id,person_age,person_income,person_home_ownership,person_emp_length
GlwpRbUH-BF16,27,93000,RENT,11.0
SGjHOfQy-vaNt,36,59617,mortgage,14.0
ut7qtyC6-OLC7,25,42000,MORTGAGE,1.0
aXJioK19-jYBk,41,30840,RENT,8.0
6EsKjCuz-rL0C,24,43200,MORTGAGE,3.0
CderQRfw-5XfF,35,82000,MORTGAGE,3.0
F6PuCd3q-lHMb,39,56000,rent,16.0
n2I7bTeS-HvKf,23,51000,MORTGAGE,2.0
d79wLe7H-LGk4,36,57000,mortgage,11.0
mYNKQFg2-sDoo,23,57996,RENT,7.0
6WLv94bt-v0Rq,28,100000,mortgage,12.0
LqWgrR1N-UZwR,25,36000,,0.0
u6lEaOOq-NqUO,40,54000,RENT,5.0
sNxfuEpS-FH4Y,30,43000,rent,4.0
j5B74TiR-5wDs,26,26004,MORTGAGE,2.0
QG4rRUJ9-U69F,23,48000,rent,6.0
BCxmZONp-U96D,23,24000,RENT,7.0
nCIQu7du-TFN8,27,60000,RENT,7.0
MIot1AmH-amf8,31,31800,rent,6.0
AcXrFkYc-0eDL,26,54200,mortgage,3.0
xdag4k04-eAix,38,120000,MORTGAGE,2.0
1lPwyhhx-nswp,24,40000,mortgage,3.0
yv0oqucJ-8OdT,25,38000,mortgage,9.0
5EtMLB0H-uZxs,,,own,0.0
5QyOh0mo-8TfB,33,62000,mortgage,3.0
owW0LKvA-QzPl,22,54000,rent,2.0
NveSFIbc-AEsw,29,148410,mortgage,5.0
wMTp6OEt-ASw3,24,24000,RENT,1.0
GFhDfRAL-JN4C,30,148000,rent,8.0
UW1yuZtW-9fJW,47,65000,RENT,1.0
vgZzF6La-rX1G,24,30000,rent,0.0
3yhUWdjQ-UqMy,36,42000,OWN,2.0
rOw5CL1e-q4Sd,30,156000,RENT,0.0
c0ZRHynL-kGgf,22,60000,RENT,0.0
eM2Oz1Mb-qBoZ,34,44000,RENT,0.0
LEf3EULB-LedW,25,72000,MORTGAGE,9.0
YfUhsxT4-2xpe,36,62900,mortgage,5.0
Osv92u54-E3lL,28,69000,OWN,11.0
YYmM0Ldq-zgQ9,31,36900,MORTGAGE,15.0
RvLPEj8I-QQ9d,21,19968,rent,4.0
HDaNtbkd-ogZr,27,58000,rent,0.0
1uLdz6qT-obup,22,71004,RENT,6.0
uRtcjUGQ-B5Jg,22,44664,rent,5.0
UMsOIBfX-ubO6,28,34000,mortgage,12.0
ikatmSpm-sxfd,23,16080,RENT,
JKRCu6Gv-sHaE,25,30000,RENT,0.0
EdFRRPGu-xf1r,25,40000,RENT,2.0
v8NXk6Pd-b5jg,24,110000,MORTGAGE,0.0
6xWdkbzS-4baw,31,20000,rent,7.0
pU9RPY7m-96LN,33,55000,MORTGAGE,5.0
cBNGY332-8Mdw,26,100000,rent,6.0
DF3GWPX2-9IFQ,22,46320,MORTGAGE,6.0
ZoQ7vGKY-RDO3,24,52000,RENT,8.0
GDefqSPp-eGf8,33,55200,RENT,3.0
ylyHomql-frhG,25,53000,rent,9.0
1wkaDTjL-ptCw,24,137481,RENT,8.0
bpKPkgFt-Ls7L,34,69000,RENT,0.0
9GECR321-zU0A,45,32000,rent,0.0
ciHiejwC-4qWy,22,36000,MORTGAGE,3.0
m9pC3a4R-c8Nm,29,45000,MORTGAGE,4.0
8mg8B3qu-E0ja,22,84600,MORTGAGE,4.0
Ka1Sewo7-KNYL,21,54000,rent,0.0
cPNghtAS-fSjJ,23,32004,RENT,3.0
GhcqN7Am-7BWi,21,45000,RENT,5.0
GmRb7rBt-AKsC,28,81000,rent,13.0
HE7zlLF0-zUaK,34,57000,MORTGAGE,6.0
cdHKGgmQ-otNj,30,30000,rent,14.0
s4pxfZn1-A0qE,23,55000,rent,0.0
HOWEJP2G-FMAD,22,59317,RENT,5.0
o1qmySEt-HmEd,27,44000,RENT,3.0
6LjP8BsG-jlxI,31,35600,RENT,0.0
qyW0gmlA-t7UK,24,44000,rent,3.0
SjU61N77-1oa1,21,46000,RENT,2.0
YHtpZ5K1-YPLI,38,,MORTGAGE,5.0
e8i23IMo-byHp,25,41000,rent,6.0
ha2E8WRH-9Bsl,27,144000,mortgage,4.0
bjrtUPYn-ML1T,22,30000,RENT,2.0
kUHUlive-kcKp,26,38000,rent,3.0
pjYvBZIs-FPtX,22,14400,rent,0.0
CAw5KFYe-NZjf,34,30000,mortgage,6.0
XBKL2nrx-Jfx6,28,56700,mortgage,11.0
zAGYhdqJ-pD7D,30,43000,RENT,1.0
oqkeJhtW-Z4MA,22,70000,OWN,6.0
u8ZcbNb5-rs6w,22,79000,MORTGAGE,6.0
lHgTKClK-RweS,25,39000,rent,1.0
7E3qhFDT-p4Lm,24,48000,mortgage,5.0
scSCAcBf-LtkT,26,93000,mortgage,4.0
yfhcSI9s-qDoc,25,85296,RENT,7.0
nOR2iMvN-9KhW,23,39996,mortgage,3.0
AJTPeot4-9x6Y,33,79985,mortgage,6.0
8kxrZXCd-WSYf,23,73000,mortgage,7.0
HANTJ22m-sdhT,28,206000,RENT,2.0
GbUfttkF-FIlc,31,120600,RENT,5.0
FuIflZ23-dQ1d,23,150600,MORTGAGE,3.0
2fJ1xZJb-offU,24,35000,RENT,8.0
lHYM5T2q-MGRb,36,150000,MORTGAGE,8.0
xpU3EmAE-K1YG,23,,,2.0
cpeCD2BF-v0LW,22,23000,RENT,2.0
6uq5Lv8y-nNqL,27,77065,MORTGAGE,11.0
NYHaBUu5-FQdi,21,60000,MORTGAGE,0.0
JErNX8Ig-DWQK,22,90000,rent,7.0
rUGZ91Z9-62Hk,44,108000,rent,2.0
jRewdZfA-DzjR,22,94692,mortgage,5.0
axM3RMnH-pOPg,33,49548,rent,6.0
AQIvwHEP-eXeq,36,48000,MORTGAGE,17.0
jfLkIAXY-ABcq,26,38400,own,1.0
bQrR3UP3-e2Uc,31,24600,rent,5.0
W8ORxorr-6GAq,24,130000,mortgage,8.0
erGlFAuW-XK6W,43,,RENT,1.0
vHWguE2Q-Q19b,44,54000,rent,
MwrrX8Wr-iBBY,25,48000,rent,8.0
eITGTNHx-CuXn,28,42000,mortgage,5.0
CSdxstlx-8mIo,26,103000,mortgage,0.0
cKjqC2DG-tzcq,37,146000,MORTGAGE,5.0
whbWGbmQ-m02y,23,60000,RENT,3.0
RCx9phN5-6v4H,30,45000,rent,1.0
30TmnflC-anW0,26,145000,MORTGAGE,9.0
4STvnAnI-O351,35,78000,mortgage,9.0
57kZXxY2-zuf1,27,100000,rent,4.0
lf77pcUH-ug0E,26,92000,RENT,10.0
ujJwEmHD-sQ8I,24,75000,rent,8.0
esri40mm-sNoE,23,60000,RENT,5.0
ZGkg4pGy-u3yK,38,94000,rent,3.0
o2f2iWYw-kvy5,30,38000,OWN,0.0
hFWPgZEo-7StB,22,96000,rent,3.0
ytGeFfy2-MncN,39,55000,mortgage,8.0
FiMBTJNC-XBnM,23,100000,MORTGAGE,0.0
ejB0EB42-Pxgj,26,100000,RENT,0.0
ndDTx2OM-Cxeu,21,49000,RENT,5.0
zE4WIYQI-9OQt,22,74000,mortgage,6.0
4fiieYTL-stg5,35,105000,RENT,
2JgpKxwW-SXpR,45,36000,rent,2.0
5RfgHXPh-rR2R,24,75000,OWN,8.0
rDbFSFnM-xOse,25,89000,MORTGAGE,9.0
sO2KF1E7-7FaR,22,74000,rent,2.0
gj3cWbL5-lXZl,26,41000,OWN,7.0
sfQFkAUW-GYTi,31,70000,mortgage,3.0
zCRIlUtQ-kYl6,23,47496,RENT,7.0
S5TxGq2Q-cFAC,22,58000,mortgage,4.0
N4HGuN45-6pda,30,96053,MORTGAGE,15.0
ilY2EZA8-vwR7,25,65000,RENT,2.0
TQcNeNYU-uUHU,26,65000,mortgage,6.0
6EoLh8Is-diK8,,80600,mortgage,2.0
cTZyErd1-P1pe,37,55000,own,2.0
Q7AX0KeO-bb5r,31,50000,mortgage,1.0
yeuJYgNx-HbxA,38,20640,RENT,2.0
ZRYxeilK-qiRI,26,99100,rent,2.0
5AScmFMI-Hkm8,28,90000,RENT,7.0
6hePQoIx-c4R5,21,28000,RENT,2.0
S4CUoj9f-e12u,30,98000,mortgage,2.0
D8L0SS0S-r9RJ,22,90000,RENT,6.0
9mDwcnnG-xGkg,28,80000,mortgage,13.0
vOujGk5e-Pwou,33,25000,MORTGAGE,4.0
rUDWrdP5-uPkE,29,75000,own,5.0
4hPD5BvE-cuvk,21,53000,MORTGAGE,0.0
jtjwMU9y-sNKa,,,RENT,0.0
W3RNHX5c-LjIs,26,65000,mortgage,6.0
3nRhlR8i-oOAS,52,25000,rent,23.0
idahaOvc-w4h3,70,42000,RENT,1.0
FkZ6La4B-6t4n,24,94102,mortgage,8.0
GStqTYSE-vN5O,23,120000,MORTGAGE,
ahhbfnX4-9Lw6,33,24000,own,2.0
z4y2cKRg-FtKo,35,40000,RENT,3.0
6oRqlQUP-teFl,25,39000,RENT,3.0
SUezlZSu-MzR2,26,97500,RENT,10.0
JWhbxc56-NI1h,26,161000,RENT,10.0
dnKMlMMx-iprQ,22,44000,RENT,3.0
Ko71gBhL-87UE,31,121000,MORTGAGE,2.0
ih1b4coY-MKPa,44,99000,MORTGAGE,3.0
ooxWhAki-DuW2,23,25200,OWN,3.0
qzZIy5gb-DApY,23,45000,MORTGAGE,4.0
cSy1SygW-ML2N,26,76668,rent,10.0
TiL0HXZI-jJrS,31,62000,rent,2.0
5mkuEDJ1-zD5N,27,46000,mortgage,3.0
MOvnuD0I-8ODt,22,43000,rent,5.0
pjrcng4p-u5B5,22,,RENT,6.0
kIJ71Hn2-kWkd,33,58000,RENT,0.0
KqbnIzbO-b6dR,23,89100,RENT,7.0
zKU3ze6n-q5Xs,22,47800,mortgage,5.0
LZNlFFoj-jw4b,25,45996,own,9.0
KitX9qBv-2FXW,22,70000,rent,3.0
TEMH4RPe-CjrW,24,60000,RENT,9.0
x8kpeYaQ-zZFM,25,25000,RENT,
n5XOs5Bp-4p59,22,60000,rent,6.0
FUkiGGWb-Xn1J,29,60000,RENT,4.0
qa0vkfkz-XCOs,21,30000,RENT,0.0
Z8Y7BwCl-Ah9H,35,100000,mortgage,9.0
QneB6TOY-5Y9o,28,39000,rent,8.0
dhSDjJ7B-Mccg,27,130000,RENT,2.0
XkCZXyby-CpaN,27,33600,rent,1.0
GJyPHdQr-9UkW,24,124080,RENT,4.0
Z2wx3Tc2-hB88,32,60000,MORTGAGE,16.0
pMzIWPiE-KIz1,24,50160,MORTGAGE,2.0
pMMjLacJ-7zSS,25,100000,mortgage,2.0
ELgTOloX-IboU,25,85000,mortgage,7.0
f3WnDhSh-BBXy,38,37500,RENT,0.0
2866yGKu-fGol,31,54050,RENT,8.0
K9jt7H02-hgUT,24,63996,mortgage,5.0
8pUKsErR-E3Jd,26,100016,rent,10.0
OLwrEuid-oKYE,27,45000,RENT,0.0
N44cfSD0-q53C,24,60000,RENT,4.0
5FtxDGgR-g4in,35,136240,MORTGAGE,9.0
rYDynKxx-tgC5,29,32000,RENT,13.0
N1CJONHn-uttp,22,36000,OWN,2.0
WA6Mc9aG-Fxf3,25,145000,rent,0.0
tqY4TqJW-dwrs,30,95000,mortgage,0.0
tTm1nl2h-WUbX,31,62000,MORTGAGE,4.0
ZymOpQvt-wkLa,28,,MORTGAGE,5.0
E0w8SSgl-mU2W,24,60000,MORTGAGE,5.0
ylR5qjZP-GJ6Y,31,41000,RENT,7.0
ZkWvK5TQ-kAwi,23,12000,RENT,0.0
xrN5OElt-QGcE,24,72000,rent,3.0
lQmKrY1G-BoPd,22,60612,MORTGAGE,2.0
TU6Es8m0-SFzx,29,42996,RENT,5.0
B5xjfPpH-Csrj,25,150000,MORTGAGE,5.0
Y1AlwnAE-0JmD,32,63800,RENT,6.0
gBh8QppQ-H19F,22,69000,mortgage,6.0
zpn6RUCG-WFXp,41,55000,MORTGAGE,17.0
EdTD5wqo-1bgL,23,160000,MORTGAGE,7.0
HJF3pieK-YXvc,24,69600,RENT,8.0
2XGcNIqO-s2I3,31,62000,MORTGAGE,4.0
Iiyw8R40-OssW,21,18000,rent,
1lCNvio8-AdvY,43,48000,rent,1.0
Br2HnZPZ-WjG7,31,94350,MORTGAGE,5.0
2zFpqa28-H7tS,25,39779,RENT,8.0
1q0sSIQ3-2CMQ,24,40000,RENT,0.0
bNzR2gYH-rUvA,24,60140,rent,2.0
gmKfokwF-fSy7,26,45000,RENT,3.0
LLjwntfQ-c44w,25,112000,RENT,7.0
LvjAsKYN-DLXM,41,65000,MORTGAGE,6.0
9XsDaK2e-XOOP,25,174708,RENT,9.0
X7Mf7CvQ-Svni,24,63410,mortgage,3.0
BemcJ5PO-gipl,27,24000,OWN,2.0
X1be9X5x-qsev,31,100000,MORTGAGE,0.0
KsLLpd6W-xEH3,35,150000,MORTGAGE,5.0
9LFtyaZ3-6D1X,33,75653,rent,2.0
5w2zI0ok-a4SW,29,108000,RENT,0.0
k7rjuASl-jwna,36,14400,rent,0.0
fGgtEq10-1fqR,27,96000,MORTGAGE,3.0
mwZ8zlhJ-BEWD,44,55000,MORTGAGE,2.0
mLMXua2D-zKNb,35,34200,rent,3.0
bY8ER8jS-cjol,23,62050,RENT,1.0
QSpzYb65-iG0J,31,59000,RENT,2.0
8oSRZwLo-u1UP,36,57600,own,
PSkQnFJh-FD4k,23,35000,OWN,7.0
ozEQCXqS-kDYp,31,273655,MORTGAGE,4.0
8cwUM4sM-bcAp,22,42500,rent,0.0
dF9okQv8-tNK9,31,77940,MORTGAGE,3.0
1RMeQDX0-pCbp,31,90000,mortgage,8.0
vJ9xuefz-FBU7,22,36000,RENT,
sDxdYczQ-QgXl,25,116000,MORTGAGE,0.0
MjLfl7TS-bu8q,22,60000,RENT,6.0
h9ZsJOXd-KCtk,40,70000,rent,2.0
tchDl6a5-XJr9,32,34000,mortgage,4.0
iQMzu0zU-HvWc,,43200,RENT,3.0
xa8IZOAT-DEtK,27,112440,RENT,9.0
Ars7LF4Q-IZ65,46,82000,rent,2.0
dFTySiJq-qNIH,30,49000,own,
KpuGYsIh-61NB,22,31500,OWN,
imeCjsxP-8goa,30,60000,RENT,
DyG2fDjK-sa8f,24,80000,MORTGAGE,8.0
pwTEp0ky-9xzd,28,43000,rent,12.0
UPPQpCAl-IRaX,32,85000,rent,4.0
n7WbXMQW-sETZ,25,33996,RENT,0.0
SCRptETe-Hqr6,22,44684,rent,1.0
ZzN1puxX-JHYG,48,85000,MORTGAGE,0.0
G9BrAklN-NroN,26,90000,rent,2.0
l1WO0zr2-xt1z,24,75000,RENT,4.0
AQcu4Qw4-LhXi,31,57335,MORTGAGE,6.0
0E71mmbQ-8nqu,23,50000,OWN,3.0
jyokXrw1-ekcy,45,88000,RENT,12.0
hTN1yCyF-ZJmv,26,35000,rent,5.0
qwIrkN89-jxjL,21,13200,RENT,2.0
WxxEXmfk-gj59,31,42000,own,0.0
WBcSQxT8-7Cy8,26,70000,mortgage,0.0
hvXUwAz3-cHDk,42,40800,MORTGAGE,5.0
nAn4zTWs-CqQC,37,30000,RENT,8.0
Cnuy6SwR-uSFa,24,22000,MORTGAGE,8.0
jPNn3RNQ-gXM8,31,29400,rent,2.0
2eF8pgbl-b0TK,24,112500,MORTGAGE,3.0
YLZPiLeD-pUXb,27,48000,RENT,3.0
5arQ5JaK-yuOw,38,130000,mortgage,1.0
1okSWYWE-x6M4,27,44004,MORTGAGE,2.0
ALoWkKJf-z8kl,23,63000,rent,2.0
xSccHUxm-ciaS,24,83000,RENT,5.0
syYL3jR4-FRse,22,60000,rent,6.0
aKSalZK1-XUpK,35,35000,MORTGAGE,
QPfP4anS-ltSW,28,92000,MORTGAGE,12.0
CBJoDcXm-gkTn,27,39000,RENT,0.0
PMGx5yn9-abRL,31,29004,RENT,4.0
bFQS3wPy-JWJZ,23,45286,RENT,5.0
Ej9y4mLz-4ZUT,27,90000,MORTGAGE,5.0
cMvyO0La-nR8b,25,22812,RENT,5.0
1ItCZFSz-U6iG,33,39504,mortgage,17.0
NOSxbPLj-hax9,27,160000,MORTGAGE,
sSXA2sDo-39i0,22,38423,mortgage,6.0
OMx9f3Dj-b5Fp,29,36100,MORTGAGE,2.0
Mi4Jip3o-vkyu,24,56000,rent,8.0
dYOFwwb4-Sq4Z,22,54000,mortgage,4.0
cTEYJcIr-uj1I,36,29000,rent,0.0
jlB4dmnQ-a0jx,24,132996,MORTGAGE,3.0
SY9BvqTZ-CbgZ,25,42000,mortgage,9.0
2UbBUxAF-NR7K,25,45000,RENT,4.0
xZIh9vto-MZRQ,21,98000,mortgage,5.0
xqewaWwn-Wqa9,27,37440,RENT,7.0
QL5Dpsz9-Wf5g,23,67200,RENT,
5XxN6RPG-t91R,28,57000,RENT,2.0
9a2MNNEc-0psf,28,140000,mortgage,12.0
7l0ZWO9b-tqcs,24,37000,mortgage,8.0
bAcFpiBC-Bc7q,28,90000,mortgage,9.0
4fWSMzgJ-kggX,22,30000,MORTGAGE,6.0
4vNalnUz-lxS2,36,40000,RENT,0.0
4dh3qs20-fN4d,29,65061,MORTGAGE,13.0
GgifaH14-plYM,30,39300,RENT,5.0
KIRLx2r0-ie7M,28,73992,RENT,2.0
JQMP7exg-J6QO,23,37500,RENT,0.0
5t39kSFK-bFZ8,23,50000,MORTGAGE,1.0
wXiUBziv-iEnX,23,90096,MORTGAGE,0.0
tiWAiJyM-LLWa,28,68000,OWN,0.0
GaWN6lFj-YBHE,22,24000,rent,0.0
FPvvtI6u-lPpj,23,60000,RENT,3.0
UseAdejr-tgDZ,32,25000,rent,9.0
PXikOBn7-ZoZT,32,36000,,1.0
k7K8fImP-z2NY,26,92400,mortgage,8.0
bp94ZirP-qHl4,26,69000,MORTGAGE,2.0
YgvPIiAh-rgCW,25,80000,MORTGAGE,5.0
CI4KtWU8-l2mL,24,60000,MORTGAGE,8.0
e7Mx61Jr-W8st,37,56500,MORTGAGE,4.0
W1RYGoX4-QlmY,37,47908,RENT,3.0
F8sjbtYh-Ntuc,22,73000,MORTGAGE,6.0
ShZJkKEk-4IU7,28,58000,MORTGAGE,11.0
jUwrWMp5-RNPE,29,39500,MORTGAGE,8.0
M8sTrYJP-dp40,27,45000,RENT,1.0
Fg1juBEG-M3JN,22,30000,rent,7.0
KHNBfDP0-38ct,33,90000,MORTGAGE,5.0
Zf5aysoc-Lhdp,27,72000,MORTGAGE,8.0
ovI4dqmm-PuRK,34,26400,MORTGAGE,0.0
CAIBKjdH-IG7W,21,24000,RENT,5.0
tg7mNqTt-2uYe,,170000,RENT,5.0
2pGQUsw3-6id3,22,26400,rent,1.0
vuXEnZ23-QvoU,23,56700,mortgage,7.0
4TTM4RaL-kx7j,43,36480,RENT,0.0
4wsKnUBE-vied,25,75000,mortgage,1.0
F7nadRyU-kk80,37,70000,MORTGAGE,2.0
l9fjhLkU-yuGK,21,14800,rent,5.0
KLh0v2Ql-wD0x,28,48000,RENT,1.0
EYpZAPSj-ODSY,24,30000,MORTGAGE,9.0
iyTFJg3v-GAUm,23,84000,rent,0.0
29CzoYpK-PpAD,36,48000,rent,8.0
IhDy04ZF-du5R,34,57000,rent,7.0
Mi53ij0s-6Ere,25,12000,OWN,9.0
rz6KYxBX-SCcJ,32,19200,rent,0.0
ikdP42M8-Nml1,29,74797,MORTGAGE,2.0
WzcbGNmy-l4QE,28,77385,rent,3.0
4509mC5r-imIc,26,73440,own,1.0
0MnyqsOp-MQLy,23,58000,MORTGAGE,7.0
ONzi1Yvc-m7hN,23,75000,rent,0.0
6lruRjjA-F0Wr,24,25000,RENT,0.0
93ldt1ua-odyU,22,34000,RENT,2.0
sDRqNJMF-ZeS2,26,126000,mortgage,4.0
fS2Yc9Nn-nHx5,29,10000,OWN,0.0
DzTJ2G5k-tvfv,26,76160,MORTGAGE,10.0
5UEbSuZh-S9dk,25,56000,MORTGAGE,7.0
gBwOdcl6-wvA7,40,132000,RENT,18.0
J52rc1ks-Pmkl,27,18835,rent,2.0
E2Mt74W2-NNND,32,43000,RENT,16.0
0mT2clqf-PaWR,22,36000,RENT,2.0
zWeEzKYY-lgji,55,75000,MORTGAGE,3.0
xhemwOP6-sXz2,26,50648,mortgage,8.0
jcMt33cY-Qypo,23,42000,mortgage,8.0
mt1WOkHr-E0CK,34,287300,RENT,1.0
x9Q2kqHj-Dxvc,30,28000,rent,5.0
7bi6RDSA-AAmA,31,46080,RENT,3.0
ZTpayR92-ATrq,25,77700,RENT,2.0
NDI9Te7R-Ce7G,24,42996,rent,2.0
KMafKBes-ed9t,22,77182,rent,6.0
6MqDTxlr-0sGp,34,37000,RENT,2.0
59UDKbO5-HDW3,23,157500,rent,1.0
cT7xd6oH-DLvQ,26,69000,mortgage,0.0
4dkEd2Cr-QRgx,29,84000,MORTGAGE,9.0
6TE5f4kg-pJ1q,29,6000,RENT,0.0
IB0P7EYc-t563,22,34977,mortgage,5.0
oXxtXpdu-gSJw,27,51000,RENT,1.0
U1SZg13Y-adhQ,36,62200,RENT,3.0
GEMdPJUu-shrP,28,75000,RENT,13.0
LOT4sgsC-eLDM,26,30000,mortgage,0.0
pQDRJKZF-vEMp,25,72500,rent,2.0
USIkKTNe-CreQ,22,85000,MORTGAGE,0.0
jnR68Lav-BUhL,27,129996,MORTGAGE,11.0
XLkAOf36-em8s,41,39000,RENT,2.0
SFUndax9-TL90,21,21600,RENT,0.0
9LcG33Uc-Afvs,35,75000,mortgage,2.0
ojgv4bWt-lUTI,21,9900,OWN,2.0
aE30HBKR-Yoze,23,100000,MORTGAGE,8.0
8XLzWuJ9-N4MS,24,29435,RENT,8.0
xlwWkfQF-g0cK,23,28685,RENT,3.0
TCZaIEFn-uOqd,23,37200,MORTGAGE,7.0
m41X3POU-va0g,31,96000,MORTGAGE,4.0
q8u7o2be-zNlW,32,85000,MORTGAGE,3.0
8yfFK9Zp-34Lo,21,21000,RENT,2.0
henUMLcw-bB17,29,300000,rent,5.0
Pmz5rYIT-xplc,25,42000,rent,1.0
FB6h2cDe-jKjb,28,135000,MORTGAGE,0.0
CCk2bGw7-bWOb,28,35000,mortgage,0.0
uCCxYBPB-6dzW,31,62050,RENT,5.0
JmpMCr5a-NUuN,22,69000,,5.0
sGTj2QUg-k4ka,26,43200,MORTGAGE,11.0
d5SPTwYU-RKlC,31,85000,RENT,3.0
8hi2McAr-dE2D,22,28000,MORTGAGE,6.0
OhAsP6Kl-OTC8,25,73000,MORTGAGE,0.0
MntC5PGZ-fr7i,40,57000,RENT,1.0
W0DUOz52-yeik,27,70176,RENT,3.0
UaRiSwqs-S5TS,24,85000,mortgage,1.0
qCRvoA4r-gInt,28,60000,OWN,5.0
XGHng9fy-AjyT,22,54000,RENT,5.0
Fz6UkTmn-SAsK,28,46097,mortgage,12.0
HLto3BQ4-lBQz,22,54000,rent,4.0
PvP1TDw1-ChsQ,27,100000,MORTGAGE,1.0
NC9ZQdd5-mWtE,23,120000,RENT,2.0
ydCEFpFt-a7LK,24,60000,MORTGAGE,6.0
SqmZL2GU-4aUl,23,55000,RENT,7.0
2xq14sxC-GLLv,30,42000,RENT,2.0
k9xLIOe1-mWM3,50,68608,RENT,21.0
rwD8dS0u-OX8B,23,31200,rent,0.0
4Ggp6kfJ-bKA2,35,41235,own,7.0
XncL2fbb-ThlW,27,90000,rent,11.0
58e4pTfi-TcoC,22,61104,rent,6.0
QXXo5XPc-P2rd,30,24000,rent,5.0
RysSW4zY-Ut5c,65,45900,rent,2.0
CRYFgdkr-bPPm,26,57000,RENT,10.0
XWqF631U-lDJ8,23,65000,mortgage,1.0
MMSF8G7h-t5rP,30,55000,mortgage,4.0
bobbT79S-G6fv,24,54996,RENT,6.0
ITokZ5hq-Uwhf,30,90000,mortgage,0.0
z3Ke73sT-fY5k,29,53313,RENT,13.0
ZYEOsI45-7a6S,28,128400,MORTGAGE,3.0
QllpqDIH-iovR,26,40000,RENT,0.0
3JqCJNXq-SG7x,23,40800,OWN,
gj6uU9Np-LuSn,30,100000,MORTGAGE,5.0
xQ0BnHcq-Hpl9,24,36000,RENT,7.0
c23mpsxk-15Mg,22,11760,RENT,0.0
EraC5FRD-9A90,28,30100,rent,0.0
4BZAk43S-uSJw,22,39996,RENT,2.0
w5FseecA-s0gi,31,96000,MORTGAGE,7.0
c6jX0hf2-vixp,28,51000,mortgage,1.0
RDqOGHaH-LfFd,27,43680,MORTGAGE,3.0
mhxRl7IJ-mxp7,29,75000,rent,1.0
o0ZSSKGx-GTQy,31,35000,mortgage,0.0
wie3Liyc-878H,31,30000,rent,4.0
dbAP3owa-P4Kj,26,117000,OWN,10.0
pFmjqqm0-nlTv,23,25000,RENT,8.0
LFZgNGC7-1KEb,24,75000,RENT,0.0
hJBtOUMU-HOyU,25,31200,RENT,3.0
dgBB6znX-Hfe5,26,65000,rent,1.0
gwmA5Sbd-XrKj,28,44500,MORTGAGE,2.0
9oZzcFcK-8HGF,30,68803,RENT,3.0
s3rM3BFa-qdJl,24,23000,RENT,0.0
RwbzP5K7-xfza,28,29000,rent,1.0
aYs8W7Bq-aOra,24,40000,rent,3.0
e3OwNwh8-h5C7,22,,OWN,
J9edd2ce-Db1U,24,36000,RENT,2.0
JvI9ZqDY-DWDJ,40,108000,mortgage,7.0
Ukt5I1uJ-lMan,22,36000,RENT,1.0
qmsQX7Mb-ssJj,24,34000,own,8.0
US1kd3L7-iKN6,33,120999,mortgage,7.0
8EePooT6-1PHK,27,59578,RENT,11.0
KN522244-THNn,22,50000,RENT,1.0
cgCtE19M-vdLh,21,15000,own,0.0
1GRJyZsP-Kgl6,34,42000,rent,2.0
F9s2xwXx-tQfp,23,45000,MORTGAGE,6.0
iiUP1vyn-xETO,35,31000,MORTGAGE,9.0
GGAGGiBm-j0QI,35,106000,MORTGAGE,8.0
fnvwivqk-nzJ0,26,95400,MORTGAGE,8.0
TPomx5u2-Oz5E,29,40000,MORTGAGE,9.0
4vfJSKxo-sflr,24,96000,MORTGAGE,2.0
5WJanWNf-mx7E,26,33996,rent,2.0
xMKgACvR-MEo5,25,55000,MORTGAGE,3.0
xaL5EIue-oEKA,23,96000,mortgage,2.0
ly2n5tEZ-5F6F,21,200000,MORTGAGE,5.0
nU41kaY8-qQI1,23,31200,RENT,0.0
ZEXpyqHK-CQWI,28,36000,RENT,0.0
YN5kxCt0-0vEk,40,28800,RENT,3.0
xKR1vu0M-jpZK,29,162350,rent,12.0
TPPb5RxI-6rhd,27,45000,rent,1.0
IMGpCo4a-yCQU,27,48000,rent,7.0
QwtjWbBS-gnIL,29,35000,rent,2.0
I5Js7Yzv-wKku,28,72000,MORTGAGE,12.0
KHqSUeJm-Eutz,24,23500,mortgage,2.0
BS2s97a0-Z7Wj,32,64000,RENT,1.0
NQq7Jx16-51sz,28,604000,mortgage,12.0
sq8GWYXn-TZtg,22,50000,MORTGAGE,3.0
Sv5vOqpk-jKHw,48,50004,rent,8.0
8EeIOA5o-LUPw,23,66500,rent,0.0
xH8pmQiJ-tcYj,58,108350,RENT,5.0
OIsZhbAP-ttuD,25,115000,mortgage,9.0
dldD36dD-c0rd,23,36000,RENT,
XkE7t3K9-Ucvv,22,70000,MORTGAGE,6.0
lPmWjR7j-H03n,36,35000,mortgage,5.0
culJKP9j-YS9v,23,52176,MORTGAGE,3.0
ekQKBflK-3Azt,22,42000,rent,4.0
o4lhzTJX-YXXA,28,101000,mortgage,7.0
T6k1OsLg-sjA8,22,63000,MORTGAGE,6.0
qXhIpNQP-n8bc,26,120000,mortgage,2.0
3MoRfyeo-F9HY,29,75000,MORTGAGE,6.0
BehQM80R-8O8R,26,98000,MORTGAGE,5.0
NfDvXiXM-OTTv,26,82600,RENT,10.0
wmTt9qFs-yqq6,27,85000,RENT,2.0
DNmZU6F3-S4uU,24,60996,RENT,8.0
NBiqjM8o-mSG6,25,31000,rent,2.0
